# ----------------------------------------,,,
# Bhinneka.Com without Bots,,,
# Add to Cart Product Samsung,,,
# 20160101-20160406,,,
# ----------------------------------------,,,
,,,
Date,Transaction ID,Page,Average Price
20160405,76879104,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=76879104,"IDR11,423,065"
20160319,82653856,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=82653856,"IDR11,413,218"
20160317,41472549,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=41472549,"IDR11,373,828"
20160405,67888252,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=67888252,"IDR11,324,590"
20160405,91732771,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=91732771,"IDR11,324,590"
20160405,71562212,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=71562212,"IDR11,324,590"
20160314,26109722,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=26109722,"IDR10,831,232"
20160405,11700382,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=11700382,"IDR10,831,232"
20160304,55806239,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=55806239,"IDR10,820,892"
20160202,8913249,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=08913249,"IDR10,659,886"
20160314,24332524,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=24332524,"IDR10,634,283"
20160315,14144267,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=14144267,"IDR10,634,283"
20160315,79327844,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=79327844,"IDR10,634,283"
20160313,14886530,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=14886530,"IDR10,552,846"
20160323,13387493,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=13387493,"IDR10,486,571"
20160310,16900050,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=16900050,"IDR10,438,318"
20160310,35253988,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=35253988,"IDR10,438,318"
20160226,1999186,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=01999186,"IDR10,338,859"
20160226,4306451,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=04306451,"IDR10,338,859"
20160226,49665075,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=49665075,"IDR10,338,859"
20160226,63530455,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=63530455,"IDR10,338,859"
20160226,66708679,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=66708679,"IDR10,338,859"
20160226,90315853,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=90315853,"IDR10,338,859"
20160226,95857092,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=95857092,"IDR10,338,859"
20160227,42865487,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=42865487,"IDR10,338,859"
20160301,32149260,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=32149260,"IDR10,338,859"
20160301,80548512,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=80548512,"IDR10,338,859"
20160303,9024458,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=09024458,"IDR10,338,859"
20160303,9186328,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=09186328,"IDR10,338,859"
20160303,13292844,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=13292844,"IDR10,338,859"
20160303,25446939,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=25446939,"IDR10,338,859"
20160304,33394425,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=33394425,"IDR10,338,859"
20160304,58442715,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=58442715,"IDR10,338,859"
20160304,89612285,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=89612285,"IDR10,338,859"
20160304,91122521,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=91122521,"IDR10,338,859"
20160304,91193000,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=91193000,"IDR10,338,859"
20160305,59404647,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=59404647,"IDR10,338,859"
20160305,63718713,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=63718713,"IDR10,338,859"
20160307,19888293,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=19888293,"IDR10,338,859"
20160307,30308561,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=30308561,"IDR10,338,859"
20160307,39154202,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=39154202,"IDR10,338,859"
20160307,47546246,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=47546246,"IDR10,338,859"
20160307,51230430,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=51230430,"IDR10,338,859"
20160307,65232800,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=65232800,"IDR10,338,859"
20160307,95028343,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=95028343,"IDR10,338,859"
20160308,64556529,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=64556529,"IDR10,338,859"
20160311,57786499,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=57786499,"IDR10,338,859"
20160311,60509586,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=60509586,"IDR10,338,859"
20160311,64556529,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=64556529,"IDR10,338,859"
20160312,280805,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=00280805,"IDR10,338,859"
20160312,2158059,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=02158059,"IDR10,338,859"
20160312,11778296,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=11778296,"IDR10,338,859"
20160312,15023961,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=15023961,"IDR10,338,859"
20160312,16300537,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=16300537,"IDR10,338,859"
20160312,34517775,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=34517775,"IDR10,338,859"
20160312,39720440,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=39720440,"IDR10,338,859"
20160312,46854893,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=46854893,"IDR10,338,859"
20160312,50757752,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=50757752,"IDR10,338,859"
20160312,51230430,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=51230430,"IDR10,338,859"
20160312,56955183,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=56955183,"IDR10,338,859"
20160312,67478898,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=67478898,"IDR10,338,859"
20160312,74441426,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=74441426,"IDR10,338,859"
20160312,75260642,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=75260642,"IDR10,338,859"
20160312,79505756,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=79505756,"IDR10,338,859"
20160312,85700112,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=85700112,"IDR10,338,859"
20160312,91660828,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=91660828,"IDR10,338,859"
20160313,50618376,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=50618376,"IDR10,338,859"
20160313,53404267,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=53404267,"IDR10,338,859"
20160313,62237813,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=62237813,"IDR10,338,859"
20160313,77273048,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=77273048,"IDR10,338,859"
20160313,80375987,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=80375987,"IDR10,338,859"
20160313,97437653,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=97437653,"IDR10,338,859"
20160314,6228359,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=06228359,"IDR10,338,859"
20160314,71410381,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=71410381,"IDR10,338,859"
20160315,69458473,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=69458473,"IDR10,338,859"
20160320,80844892,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=80844892,"IDR10,338,859"
20160323,65924715,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=65924715,"IDR10,338,859"
20160403,3338791,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=03338791,"IDR10,338,859"
20160331,54107780,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=54107780,"IDR10,261,064"
20160321,81214792,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=81214792,"IDR10,240,384"
20160329,74936088,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=74936088,"IDR10,141,909"
20160111,41154812,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=41154812,"IDR10,117,290"
20160304,80038633,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=80038633,"IDR9,944,960"
20160114,70287149,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=70287149,"IDR9,846,485"
20160118,64108635,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=64108635,"IDR9,846,485"
20160118,97407189,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=97407189,"IDR9,846,485"
20160128,7979531,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=07979531,"IDR9,846,485"
20160310,27480400,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=27480400,"IDR9,846,485"
20160117,62869140,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=62869140,"IDR9,821,916"
20160226,57042379,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=57042379,"IDR9,649,536"
20160227,14619240,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=14619240,"IDR9,649,536"
20160303,91228808,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=91228808,"IDR9,649,536"
20160304,12510896,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=12510896,"IDR9,649,536"
20160304,32687151,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=32687151,"IDR9,649,536"
20160304,54081445,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=54081445,"IDR9,649,536"
20160305,55370641,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=55370641,"IDR9,649,536"
20160305,73786643,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=73786643,"IDR9,649,536"
20160307,35457524,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=35457524,"IDR9,649,536"
20160307,86428559,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=86428559,"IDR9,649,536"
20160311,6228359,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=06228359,"IDR9,649,536"
20160311,6508927,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=06508927,"IDR9,649,536"
20160311,58573464,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=58573464,"IDR9,649,536"
20160311,74400306,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=74400306,"IDR9,649,536"
20160312,13256991,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=13256991,"IDR9,649,536"
20160313,13256991,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=13256991,"IDR9,649,536"
20160313,25302240,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=25302240,"IDR9,649,536"
20160313,57007919,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=57007919,"IDR9,649,536"
20160313,93265714,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=93265714,"IDR9,649,536"
20160104,31970040,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=31970040,"IDR9,555,020"
20160105,31970040,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=31970040,"IDR9,555,020"
20160218,75507785,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=75507785,"IDR9,552,046"
20160321,60608161,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=60608161,"IDR9,552,046"
20160323,51012561,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=51012561,"IDR9,551,061"
20160131,80004837,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=80004837,"IDR9,522,503"
20160220,45794817,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=45794817,"IDR9,501,824"
20160328,26664255,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=26664255,"IDR9,501,824"
20160305,16424850,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=16424850,"IDR9,452,586"
20160305,29831767,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=29831767,"IDR9,452,586"
20160123,33674383,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=33674383,"IDR9,393,501"
20160106,23239210,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=23239210,"IDR9,335,401"
20160106,41738909,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=41738909,"IDR9,335,401"
20160106,98584119,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=98584119,"IDR9,335,401"
20160328,12054532,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=12054532,"IDR9,301,920"
20160328,30231456,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=30231456,"IDR9,301,920"
20160202,18293911,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=18293911,"IDR9,291,088"
20160131,88361616,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=88361616,"IDR9,255,637"
20160319,80635684,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=80635684,"IDR9,158,147"
20160126,52858682,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=52858682,"IDR9,157,162"
20160119,89847553,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=89847553,"IDR9,157,162"
20160127,24885254,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=24885254,"IDR9,157,162"
20160201,94067555,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=94067555,"IDR9,157,162"
20160208,12771016,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=12771016,"IDR9,157,162"
20160304,93201870,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=93201870,"IDR9,108,910"
20160318,25565558,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=25565558,"IDR9,009,450"
20160205,48852984,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=48852984,"IDR8,980,892"
20160126,32804628,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=32804628,"IDR8,961,198"
20160302,38173868,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=38173868,"IDR8,947,903"
20160111,92151669,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=92151669,"IDR8,881,433"
20160207,9735661,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=09735661,"IDR8,861,738"
20160312,32172506,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=32172506,"IDR8,861,738"
20160131,40164646,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=40164646,"IDR8,861,738"
20160214,31666216,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=31666216,"IDR8,861,738"
20160226,6230619,www.bhinneka.com/aspx/shoppingcart/finish.aspx?kodetrx=06230619,"IDR8,861,738"
20160226,25592425,www.bhinneka.com/mobile/aspx/finish.aspx?kodetrx=25592425,"IDR8,861,738"
